"V1";"V2";"V3";"V4"
0,851268143936149;2,50506326191828;1,69930711034619;2,01409519531034
1,72364004164182;2,0887252381144;2,114796790079;1,98374073722465
1,02038840105649;1,77773312276595;2,16357812930921;2,09369520094208
-0,346287201085344;1,88435976294589;2,03220361116562;2,04740698268964
2,39325358881434;2,44558379927166;1,78579998001293;1,96558825014653
3,10697356820498;2,0670002988083;2,00830521526026;1,90894878079782
2,06676551941502;2,2950083463743;1,94165119792217;1,94727073842186
1,2165381054211;2,14722943209751;2,25675507824679;2,10608956444694
2,61040696606842;2,13056939917481;1,65116404914213;2,03204567017216
2,88582643692976;1,75442433759392;1,71376426084567;1,89771908702271
1,62755833607485;1,93510718841473;2,05706512246167;1,90871145378321
2,07877798445811;1,50496156569081;1,77771557580234;1,97196251061991
2,33773552703114;2,01993929043246;1,98102256546229;2,00574424650392
1,40728880977039;1,95930559649617;1,41661656850442;2,03921343512509
2,11434568736153;1,89764691340912;2,23880618603021;1,94199952208301
0,461978809189223;1,79870342895128;2,07431400702099;2,04624254888911
1,88919110855919;0,989107439145518;2,27935426597097;1,87762893712594
2,41196779840271;2,17834844613483;2,22682011802385;2,03685949866822
2,5041314318339;1,93937915225045;2,10214999398452;1,98948331713763
3,03832754609903;2,0292422676849;1,95445196684189;1,98737291205617
1,36737691918274;2,63838705081596;2,06480347544425;2,03933474204921
1,74631816280723;2,16853321839887;2,04222176421314;1,93421906465029
2,60097482829955;2,52020246088661;1,8373705831774;2,06159170248244
0,624434485998042;2,04189938722865;1,74510089394289;2,0444311376326
1,01409810088765;1,72694871402254;2,02231257017965;2,00839285608695
1,70034128549402;1,69096547706471;2,02825556155366;2,07158292546219
1,4238631060725;2,0785810707841;2,13770348717666;2,06761825097045
2,10896534940095;2,20790918222271;2,04734996758028;1,92157135809311
2,35345404525145;1,45473322089939;2,16180989997468;1,95735617614461
2,1011648890897;1,55385346034965;2,22561935164335;2,03541301659134
2,4368426650688;2,14383924798823;2,07081205701277;1,95553875010039
2,12248090308563;2,50641776649237;2,1106910717819;2,12787817941455
1,11557047270085;1,90933461408284;1,31045525104372;2,03411114964907
3,9288397006963;2,52853527110446;1,97772416759449;2,03212191940217
2,27214225817981;1,88399818311073;1,82222658503693;1,9508542357913
2,20114754529656;1,90854187456985;1,86741715362297;1,8931871970254
2,46996661900502;1,61637888832712;2,11223539565168;1,93645121971792
1,50690187634619;1,4579604373207;2,09772674156024;1,93611373133621
