"resmin3";"resmin5";"resmin7";"resmin15";"resmin31";"resmin51";"resmin101";"resmedian3";"resmedian5";"resmedian7";"resmedian15";"resmedian31";"resmedian51";"resmedian101";"resmean3";"resmean5";"resmean7";"resmean15";"resmean31";"resmean51";"resmean101";"resmax3";"resmax5";"resmax7";"resmax15";"resmax31";"resmax51";"resmax101"
NA;NA;NA;NA;NA;NA;0,0105334036052227;NA;NA;NA;NA;NA;NA;0,438544029835612;NA;NA;NA;NA;NA;NA;0,461929624503718;NA;NA;NA;NA;NA;NA;0,997878912137821
NA;NA;NA;NA;NA;NA;0,00874551525339484;NA;NA;NA;NA;NA;NA;0,391983452020213;NA;NA;NA;NA;NA;NA;0,443792931977567;NA;NA;NA;NA;NA;NA;0,996109990868717
NA;NA;NA;NA;NA;NA;0,00495396601036191;NA;NA;NA;NA;NA;NA;0,507020774530247;NA;NA;NA;NA;NA;NA;0,511667395335631;NA;NA;NA;NA;NA;NA;0,999957376392558
NA;NA;NA;NA;NA;NA;0,00196538073942065;NA;NA;NA;NA;NA;NA;0,547155339038;NA;NA;NA;NA;NA;NA;0,547149293558064;NA;NA;NA;NA;NA;NA;0,989803706528619
NA;NA;NA;NA;NA;NA;0,0139000366907567;NA;NA;NA;NA;NA;NA;0,523704689927399;NA;NA;NA;NA;NA;NA;0,528915240636815;NA;NA;NA;NA;NA;NA;0,994769425597042
NA;NA;NA;NA;NA;NA;0,00643255305476487;NA;NA;NA;NA;NA;NA;0,366108320187777;NA;NA;NA;NA;NA;NA;0,451805973858895;NA;NA;NA;NA;NA;NA;0,97352160140872
NA;NA;NA;NA;NA;NA;0,00100587494671345;NA;NA;NA;NA;NA;NA;0,453031728509814;NA;NA;NA;NA;NA;NA;0,455371843609442;NA;NA;NA;NA;NA;NA;0,994986369740218
NA;NA;NA;NA;NA;NA;0,00445327162742615;NA;NA;NA;NA;NA;NA;0,519254347775131;NA;NA;NA;NA;NA;NA;0,517567935849236;NA;NA;NA;NA;NA;NA;0,998999120434746
NA;NA;NA;NA;NA;NA;0,00461152172647417;NA;NA;NA;NA;NA;NA;0,529719690326601;NA;NA;NA;NA;NA;NA;0,51833278420704;NA;NA;NA;NA;NA;NA;0,98879467905499
NA;NA;NA;NA;NA;NA;0,0150756188668311;NA;NA;NA;NA;NA;NA;0,597173770656809;NA;NA;NA;NA;NA;NA;0,564928963473804;NA;NA;NA;NA;NA;NA;0,999228174332529
NA;NA;NA;NA;NA;NA;0,00164440041407943;NA;NA;NA;NA;NA;NA;0,485709692584351;NA;NA;NA;NA;NA;NA;0,480726139477021;NA;NA;NA;NA;NA;NA;0,98951136181131
NA;NA;NA;NA;NA;NA;0,0199757197406143;NA;NA;NA;NA;NA;NA;0,488606392638758;NA;NA;NA;NA;NA;NA;0,49200201321089;NA;NA;NA;NA;NA;NA;0,995713865151629
NA;NA;NA;NA;NA;NA;0,00311204837635159;NA;NA;NA;NA;NA;NA;0,412184103392065;NA;NA;NA;NA;NA;NA;0,474002398386837;NA;NA;NA;NA;NA;NA;0,98028400237672
NA;NA;NA;NA;NA;NA;0,00326765421777964;NA;NA;NA;NA;NA;NA;0,526290187612176;NA;NA;NA;NA;NA;NA;0,522431075434652;NA;NA;NA;NA;NA;NA;0,999414863996208
NA;NA;NA;NA;NA;NA;0,00078495149500668;NA;NA;NA;NA;NA;NA;0,51143198623322;NA;NA;NA;NA;NA;NA;0,500385210282252;NA;NA;NA;NA;NA;NA;0,997918956447393
NA;NA;NA;NA;NA;NA;0,0269303792156279;NA;NA;NA;NA;NA;NA;0,477365511003882;NA;NA;NA;NA;NA;NA;0,513763802100692;NA;NA;NA;NA;NA;NA;0,980687736067921
NA;NA;NA;NA;NA;NA;0,00945014972239733;NA;NA;NA;NA;NA;NA;0,514553033746779;NA;NA;NA;NA;NA;NA;0,528240531355622;NA;NA;NA;NA;NA;NA;0,998413546942174
NA;NA;NA;NA;NA;NA;0,00962101109325886;NA;NA;NA;NA;NA;NA;0,539247059030458;NA;NA;NA;NA;NA;NA;0,521978581305778;NA;NA;NA;NA;NA;NA;0,997352693229914
NA;NA;NA;NA;NA;NA;0,0236158524639904;NA;NA;NA;NA;NA;NA;0,515034124720842;NA;NA;NA;NA;NA;NA;0,51673299995583;NA;NA;NA;NA;NA;NA;0,998311797389761
NA;NA;NA;NA;NA;NA;0,000359171070158482;NA;NA;NA;NA;NA;NA;0,512912980746478;NA;NA;NA;NA;NA;NA;0,496248344342123;NA;NA;NA;NA;NA;NA;0,989307822659612
NA;NA;NA;NA;NA;NA;0,0118130615446717;NA;NA;NA;NA;NA;NA;0,426267383387312;NA;NA;NA;NA;NA;NA;0,458029536588007;NA;NA;NA;NA;NA;NA;0,996194554958493
NA;NA;NA;NA;NA;NA;0,0276103380601853;NA;NA;NA;NA;NA;NA;0,476423812098801;NA;NA;NA;NA;NA;NA;0,481716624113021;NA;NA;NA;NA;NA;NA;0,988390281097963
