"V1";"V2";"V3";"V4"
2,03726342567211;2,00882220069614;2,05013901072335;2,00568365284313
1,99771329986141;1,9768722198086;2,03102414803357;2,01580705385351
1,89847468675073;1,98297730283006;1,97033725214451;1,99766192097867
1,95196593832995;2,0115561753707;2,02913479056654;2,00320226978597
2,0121203324305;2,05680796755905;1,98448845489331;1,99924631234171
1,9966566896264;2,01153254539252;2,01316774804899;2,00382492922842
1,86830914336226;1,99575336941354;2,0193909052646;2,00580768469303
2,10105455069103;2,02719245648674;1,992680148799;2,00315499450251
1,9998403513502;2,03220259545683;2,03096310610562;1,99270969437302
2,00895623556054;1,990417873918;2,00129110073748;1,99862928116971
2,0346659740392;1,99539874591748;1,97578551286394;2,01731202287723
2,01368769697102;1,9819212981957;1,99378843252374;2,00867167719075
2,11853029091505;2,05752228368134;2,04289111982655;1,99737454186789
2,18075114453873;1,97024855002714;1,99086896218659;1,99298998814457
1,96641719080079;2,03852081412407;2,00829378166306;2,01382542369318
1,99681018641144;2,04932946121078;1,97166594256509;2,00495312852033
1,88736335783254;1,98164379589388;2,00570564407552;2,00193092663161
1,99390268482623;2,01748493099748;1,99061011885467;2,00786901817124
2,15833014275155;2,02512562541542;2,02266696590928;2,0041190570818
1,92860877599876;2,02646826126084;2,03556306527305;1,99848550437277
2,04484773619175;2,01171596786398;2,01814798577226;1,991783219664
1,87097370474482;1,98799585755641;1,97687499557738;2,00174519612455
1,94642975674598;2,0377199109492;2,01193456095158;1,99981539712388
1,9987960419207;1,97839471645502;1,98394879901415;2,0092004878692
1,96509657794467;2,04298979108131;1,99830838717963;1,98556886887771
1,93698238563173;1,99735620401575;2,04488698879379;2,00419271198271
1,99896627809105;1,98144646639886;2,01631569852674;1,99795809747383
2,0244021321699;2,00660153607426;2,00699845150925;1,99361865565561
1,81960463658944;2,01079490762947;2,01128386499004;1,9838371889632
1,88651935949309;2,02108027266573;2,00140375467044;2,00409200380196
1,9255671423552;2,0084735894906;2,02299938826825;2,00102140757261
2,01917671143871;2,03018123999742;2,0286277500317;2,00000519022635
1,87331667105912;1,99368945214915;1,99749521550557;1,99756288679854
2,03063737226861;1,99956942831327;1,99999622690838;2,0045300767521
2,06408444734208;1,97554935135173;2,00607356085925;2,00347456935092
1,99699370500875;1,99248000175241;1,97090817229781;2,00494498515437
2,14237250094569;2,00565943195418;1,98279381232564;2,00447020510616
2,03156471342064;2,00870159328006;1,96358645347028;1,99147936020404
1,98985014100926;2,0136448964454;1,96958082546025;1,99384796568433
2,06402197037122;1,9958624381414;2,01141786463027;2,00342165328372
2,01783875256303;1,97786565729974;2,01082421162089;2,01514857762896
2,34542412995625;1,96927063833145;2,02986068551836;1,99621263660638
1,9101107022992;2,00561098493702;1,99242114315796;1,99679862764085
2,00178326013623;2,02599584137058;1,97564516898947;1,9937412890348
2,01141146339234;1,95955163097882;1,99334463469068;1,99140234568947
1,94303065499691;2,03535949491462;1,98527853934896;1,99724562221952
2,00480216894823;1,93941385447333;2,00627609026477;2,00667556664163
1,91226123821037;1,98500004924108;2,02349952843721;2,00191986534594
1,96127069541361;2,00268166414152;1,9726310152659;1,9988410719252
2,08484824157793;1,99480590615834;1,99829888155359;2,0143473095322
2,04020552777125;1,8883690001977;1,98260365371669;1,99996466346456
2,05857942851666;1,95781424008901;1,96519199794216;2,00182218496154
2,00785110322788;2,00127352036616;1,98683880652334;2,01173733548741
1,86775723145111;1,99592028748616;2,03473012070141;2,00459695331445
2,0294765427511;1,93081595295217;2,02873748466127;2,00103218187189
2,02132280141366;1,9769174656725;1,99516968006011;1,99807565310852
1,9311965574704;1,96968851099737;2,01242559001675;1,99823994565323
2,10636836640278;2,02403803200259;1,99281270423122;1,99705064670663
2,01415408113032;2,00966888286893;2,00397070794501;2,00356744253374
