"V1";"V2";"V3";"V4"
13,2629348070699;8,80330504317022;9,80377134430085;9,82945807498088
9,1028143852358;8,74219179626356;9,14948986982181;10,1623782219127
20,4214242960873;10,496057414927;10,1076599665937;9,53680642266283
20,1380665645149;10,031398887523;9,86088620379453;9,72002436642415
10,4636155075369;7,65193450244787;11,3770308272813;10,4079768578934
4,55534023775684;10,7686732553868;10,1612427180484;11,0754320467755
5,46619191421626;8,74232046012292;10,1749470677295;10,3808293293217
8,55837342894426;10,808948197248;8,74729889736289;9,22832172961508
11,7553702824078;9,99926950644093;10,803811933986;9,85997074460828
4,31659710941219;12,2733734875721;11,205347071565;10,2198948771263
8,37413159681124;8,75351328085163;9,677872328913;10,5438532447595
6,95298990462957;12,2041166694891;11,3230609234498;10,2465245500839
10,9842552487892;8,52618166726734;9,63461766315454;10,0378974564072
5,70877698149568;11,0399061010674;12,457316982303;9,96429810957589
10,7663265177967;10,9432101418199;9,08258595805192;10,2656238447408
21,3637703264778;10,8155040569851;10,2552456306614;10,4624802094774
11,9520350578786;14,4781151036183;9,81228442981186;10,5461783595584
4,45994824441396;10,1742200000888;8,76260772683291;9,45565453706601
11,3575417518606;10,6117926761995;9,7707067928439;9,92622970744858
9,59842486424954;12,9447231969228;11,4702665905102;9,38871780737336
9,02943215186865;5,46348949519073;8,08712292742816;9,71358805290326
8,75649783100828;10,2560314939236;10,5433488871639;10,6797495906051
6,33892808589414;6,18265228689126;11,6886903635801;9,75319309874593
18,2251842041312;12,0501525772856;12,0408016017961;9,65536621157326
9,23077792314012;13,5349328600678;9,71197337321503;10,4589749169321
9,93122608015135;12,6085044043995;10,508153531698;9,98782227620007
15,4294724330008;9,57870030362941;10,1221343986833;9,68912638647628
16,2664350113779;7,98460417155065;9,97527802224436;10,2258843334738
7,94662037718174;11,4717607441415;10,126870830854;10,6490253255442
9,1782595622898;11,6051312038577;8,28949073125975;9,94575519692184
3,87216341279505;9,61566567801598;8,65493181609215;10,2399257094535
